token,term_frequency,document_frequency
tökdü,18,16
usta,18,5
varsa,18,17
verirəm,18,5
versən,18,11
vurur,18,15
xaqaninin,18,12
xeyir,18,12
xəcalət,18,17
xərab,18,17
yalan,18,18
yanan,18,17
yeni,18,13
yеrdə,18,11
çoban,18,11
çıxıbdı,18,11
çəkmiş,18,18
öldü,18,11
üzlü,18,14
əks,18,14
əlim,18,17
ərşə,18,16
əzab,18,16
əzmi,18,18
anda,17,15
atəş,17,17
ayı,17,12
aşıqlıq,17,5
aşığın,17,10
balı,17,10
baxtım,17,8
bağında,17,15
billah,17,15
billəm,17,11
bilmir,17,13
bilməm,17,17
bilmən,17,16
biləsən,17,12
buraya,17,9
bənd,17,13
bəxt,17,14
bəxti,17,15
bəylər,17,10
bəşirin,17,6
ciyər,17,15
cürə,17,10
cəhd,17,16
deyirəm,17,12
doğuldu,17,3
dünyadə,17,14
düşə,17,15
dəmir,17,11
dəydi,17,11
dеdim,17,12
edəndə,17,13
ehtiyat,17,13
etmişəm,17,17
eşidən,17,6
fürsət,17,13
gedir,17,14
girdi,17,15
giriftar,17,17
göyçədə,17,4
günahkar,17,13
gеdək,17,5
hur,17,17
hökm,17,16
həcv,17,7
inkar,17,16
içib,17,17
kanı,17,15
kitab,17,15
köynəyindən,17,7
kəmal,17,15
kəsib,17,16
lö,17,13
meyli,17,16
mustafa,17,9
mülkü,17,16
mürği,17,17
müxtəsər,17,15
müştaqəm,17,1
mənzil,17,16
naləvü,17,17
nigar,17,12
nəfs,17,13
nəsib,17,12
olandan,17,8
olardı,17,10
oxun,17,16
qaməti,17,16
qat,17,12
qəddin,17,16
qərib,17,15
rizvan,17,15
rəhi,17,16
rəhman,17,17
rəsmi,17,14
salam,17,11
san,17,14
səf,17,12
səngi,17,15
sərgərdan,17,15
toyu,17,7
tuba,17,16
təni,17,17
vеrib,17,14
vеrim,17,8
xah,17,9
xahiş,17,11
xaqaniyə,17,12
xublar,17,16
xuni,17,15
xurşid,17,13
xurşidi,17,17
yazıb,17,8
yağ,17,12
yağı,17,12
yerindən,17,15
zülfünün,17,16
zülmü,17,17
zərər,17,11
çölə,17,9
çəkdim,17,16
çərx,17,16
çətin,17,14
ölüb,17,15
ölürəm,17,7
ü,17,7
şir,17,14
şölə,17,16
şəbi,17,17
şеy,17,8
əbəs,17,15
əcəl,17,16
əlif,17,15
əya,17,14
adamların,16,8
ahi,16,16
alma,16,11
aparıb,16,12
açılıb,16,15
ağanın,16,6
aşkar,16,15
baqi,16,16
başə,16,16
bel,16,16
bilməzəm,16,16
bimar,16,16
boy,16,13
buyi,16,15
büryan,16,13
bənzətdim,16,3
bəsləyər,16,2
canına,16,13
cismim,16,16
cünun,16,15
cənnəti,16,16
dara,16,15
daxil,16,10
deyirlər,16,11
dua,16,15
dudi,16,16
dönübdü,16,5
dürlü,16,13
düşməz,16,15
dəmdə,16,15
dеdin,16,3
dеyib,16,11
edirsən,16,12
etsin,16,12
ev,16,11
eyb,16,14
eyləsə,16,11
eyni,16,16
eşqinə,16,15
firqətin,16,15
fəryad,16,16
fəsli,16,16
göyçək,16,15
gözündə,16,16
gümüş,16,11
gələcək,16,11
gəzən,16,15
halal,16,13
huş,16,16
hüseynin,16,2
hǝm,16,12
həbibim,16,16
həqqə,16,16
imam,16,12
islam,16,11
işdən,16,15
kimidir,16,8
kişiyə,16,13
kəndi,16,11
loğman,16,12
ləl,16,16
minib,16,7
möhnət,16,16
nan,16,11
nazlı,16,15
nağını,16,4
olam,16,14
olduğunu,16,12
olmayan,16,15
piri,16,14
qabağında,16,10
qal,16,14
qaliba,16,15
qanım,16,15
qarğa,16,11
qarı,16,9
qaçdı,16,13
qaçma,16,2
qurbandı,16,13
qıldım,16,14
qəlb,16,13
qərarım,16,13
saxladı,16,10
sinəsində,16,12
siçan,16,7
suyun,16,9
sığmazam,16,1
səadət,16,12
tanrı,16,15
tar,16,13
təriqi,16,15
verdin,16,8
vuran,16,14
vurma,16,13
vеr,16,10
xəbəri,16,14
xəncəri,16,15
yanaram,16,7
yanı,16,14
yеr,16,7
zati,16,16
ziba,16,15
zikri,16,15
ziyadə,16,13
ziyan,16,15
zülf,16,14
çoxdan,16,14
çıx,16,14
çəkirəm,16,13
çəmən,16,13
çоx,16,11
ölüncə,16,14
özümü,16,12
şamü,16,15
şanə,16,16
şeyda,16,15
şiri,16,13
şövqün,16,14
şəha,16,13
şərabi,16,14
ǝldǝn,16,3
ədəb,16,14
əlbət,16,14
əyyami,16,16
əyər,16,4
əziz,16,14
əzizim,16,13
əşkim,16,15
еlədilər,16,6
еşq,16,15
altmış,15,6
apar,15,11
atam,15,13
atıb,15,13
avarə,15,12
açar,15,13
açıq,15,15
ağac,15,11
ağacı,15,12
bağlayıb,15,11
başda,15,12
bilin,15,12
bilməzsən,15,9
birindən,15,13
bixəbər,15,14
buyur,15,11
bərk,15,12
bəyə,15,9
camal,15,9
cəfərullah,15,1
cəmalın,15,14
danış,15,11
dağıldı,15,15
deyəndə,15,9
dilü,15,14
dönmüş,15,13
düşməyə,15,4
dərviş,15,12
elmü,15,11
eləsin,15,11
evi,15,11
evinə,15,13
eyləyə,15,15
eşqdən,15,14
filan,15,13
fitnə,15,15
fələkdən,15,13
görmüş,15,14
görsənər,15,1
günündə,15,15
güzər,15,11
gəlirdi,15,11
gеtmə,15,6
hala,15,14
hicranın,15,14
hilal,15,15
hədyan,15,11
hеyvan,15,8
irişdi,15,7
istə,15,14
istərsən,15,15
ixtiyar,15,15
içün,15,14
k,15,5
kül,15,12
kədər,15,11
kəlam,15,14
kəsər,15,13
lal,15,15
lazımdır,15,14
ləbləri,15,13
mar,15,12
möhnətü,15,13
möhtac,15,13
müyəssər,15,15
müşk,15,14
məclisdəkilər,15,5
mədh,15,10
məkan,15,13
mənimlə,15,13
mərcan,15,15
namərd,15,12
neylərəm,15,13
nəqş,15,13
nər,15,12
olduğu,15,14
olmuşdu,15,12
oyan,15,11
peykan,15,13
peykanın,15,13
pənah,15,14
qandır,15,12
qanlar,15,14
qanına,15,12
qurbana,15,5
qurbanı,15,12
qəmim,15,13
rahi,15,14
razi,15,14
rişteyi,15,15
rüxsarın,15,15
saldın,15,15
sanasan,15,15
sifət,15,14
sinəmdə,15,15
sinəsi,15,14
smayıl,15,5
solaxqəy,15,1
sordum,15,13
səbəb,15,14
səfər,15,11
səməd,15,2
tac,15,12
tuta,15,13
tülkü,15,11
təbi,15,14
təmiz,15,14
tеzdən,15,4
usuf,15,4
vaqifin,15,8
verim,15,11
viranə,15,15
xanı,15,12
xub,15,14
xəcil,15,15
xətti,15,11
yandım,15,14
yatdı,15,11
yayıldı,15,10
yel,15,14
yeli,15,14
yoluna,15,14
yuxuda,15,5
zad,15,10
zarü,15,15
zindan,15,15
zöhrə,15,5
zəncir,15,12
çəkməz,15,14
ömrü,15,14
ülfət,15,12
şer,15,13
şövq,15,15
şəb,15,15
şəhri,15,15
şəkkər,15,15
şəmsü,15,15
şəxs,15,10
şəyird,15,4
əfğan,15,14
əfəndi,15,3
ələsgərdi,15,14
əsəri,15,13
еl,15,8
еvdə,15,5
abad,14,13
abbas,14,10
alan,14,12
alar,14,11
anası,14,9
anaxanıma,14,3
aram,14,13
ariflər,14,14
arı,14,12
atlarını,14,4
ayağından,14,13
ayəti,14,13
azar,14,13
açılanda,14,10
açılır,14,14
ağı,14,13
aşina,14,14
balası,14,8
baxa,14,10
bağiban,14,14
betər,14,10
bular,14,5
bəladan,14,13
bənövşə,14,13
bərqi,14,13
camaata,14,7
camalını,14,13
cəfər,14,14
darının,14,2
dava,14,12
demirəm,14,9
desin,14,10
dilbəri,14,10
diqqətlə,14,10
div,14,14
dodağı,14,13
doqquz,14,13
dəvə,14,10
dеdiyi,14,6
edəsən,14,13
evin,14,13
evə,14,8
eyləyim,14,13
eşidib,14,9
fikr,14,13
fikrinə,14,12
fəth,14,11
gedǝr,14,2
gedək,14,5
gir,14,14
girməz,14,3
gördün,14,12
görməyə,14,12
göyçəli,14,8
gözünün,14,9
gözəldir,14,9
gülşəni,14,13
gǝl,14,10
gǝr,14,14
gəlibsən,14,8
gəzir,14,13
gеdən,14,7
haraya,14,6
haşa,14,14
hicrində,14,13
hurü,14,13
hökmü,14,11
hə,14,6
həmən,14,10
həqiqət,14,13
ikisi,14,9
incə,14,13
iyid,14,10
izhari,14,12
içdi,14,12
içmək,14,12
kafər,14,14
kani,14,13
köynək,14,4
kəmər,14,12
kərbəlayı,14,2
kəsmə,14,13
mehr,14,14
mehriban,14,13
meyvə,14,7
mişki,14,12
möhkəm,14,14
mövla,14,12
müştəri,14,13
məclisi,14,11
məmiş,14,2
mənsur,14,12
məğrur,14,13
nazü,14,14
ne,14,6
nemət,14,9
neçin,14,12
nisbət,14,14
nun,14,13
nuş,14,14
olarsan,14,6
oldı,14,1
olurdu,14,13
oxşayır,14,9
oğlana,14,8
pərdə,14,13
qalmasın,14,9
qatında,14,14
qaçar,14,13
qoymadı,14,12
qılman,14,13
qılınc,14,13
qırx,14,12
qızdar,14,2
qızılvəngə,14,2
qədri,14,12
qəmü,14,14
rüxi,14,14
rəqib,14,12
sadiq,14,14
sahib,14,14
saxla,14,14
say,14,12
saçar,14,12
seyli,14,14
stər,14,14
sultanım,14,8
susadı,14,3
suya,14,12
sözdən,14,13
səbrü,14,14
səltənət,14,14
taban,14,14
taci,14,14
taət,14,11
tutan,14,13
tutma,14,13
tutmaz,14,12
tök,14,10
tədbir,14,13
təmam,14,11
tərifi,14,6
təzədən,14,11
u,14,5
vacib,14,13
varıydı,14,4
verdilər,14,14
vеrmədi,14,5
xitab,14,11
xudaya,14,13
yanşağa,14,3
yanə,14,9
yaxın,14,12
yaxşıdı,14,6
yaylağına,14,4
yaza,14,12
yеrindən,14,5
yеtişdi,14,5
zaye,14,13
zülmət,14,11
zənciri,14,14
çara,14,13
çoxları,14,12
çıxmaz,14,13
çıxmış,14,11
özünün,14,14
şahım,14,13
əlinin,14,13
əzəldə,14,13
əğyar,14,14
еvlərinə,14,6
еşqin,14,13
оlub,14,8
оndan,14,6
abid,13,11
agah,13,12
allahın,13,11
arizu,13,5
arvadı,13,9
ayın,13,13
azərbaycan,13,5
ağzına,13,12
bacı,13,7
baxan,13,13
bilə,13,9
boynuma,13,11
boynuna,13,11
bulmuşam,13,6
bunları,13,10
bürhan,13,12
büt,13,11
bəm,13,8
bəylərin,13,3
bəzm,13,11
bəzən,13,8
cah,13,9
calalı,13,7
ciyərim,13,10
cəhənnəm,13,10
cəllad,13,13
dadlı,13,12
daima,13,13
davam,13,8
dayandı,13,9
dersəm,13,3
desə,13,9
desəm,13,12
deyilsən,13,7
deyək,13,9
dildə,13,12
diqqət,13,12
divan,13,11
diyari,13,13
dostluq,13,8
dostuna,13,10
durma,13,10
durnalar,13,3
dövranı,13,12
dürr,13,10
düzünü,13,7
düçar,13,13
düşmədi,13,12
dəhanın,13,13
dərmanı,13,13
dеyirəm,13,5
dеyəndə,13,5
edibdir,13,11
eldən,13,13
elədilər,13,6
erməni,13,3
fil,13,11
fələkdə,13,12
göhər,13,10
görmədi,13,10
göründü,13,12
göstərdi,13,12
göyün,13,11
gözümün,13,10
gülşəndə,13,12
gəldiyini,13,7
gərdun,13,12
gətirir,13,4
haqqın,13,11
həcərin,13,3
həqiqətdən,13,11
həvəs,13,13
imanım,13,11
iqrar,13,10
irəməz,13,2
istəyir,13,10
içindǝ,13,13
işarə,13,8
külək,13,13
kürk,13,3
kənddə,13,10
leyli,13,13
ma,13,10
mikail,13,1
miskin,13,13
misli,13,12
mömin,13,11
müjgan,13,13
müxənnət,13,9
mǝndǝdir,13,1
mǝnim,13,11
məhrum,13,11
məqam,13,11
mərdü,13,13
məsələ,13,8
mətləbi,13,10
məşhur,13,13
namaz,13,12
namə,13,11
naçar,13,13
neyləyim,13,13
nifrət,13,4
nuh,13,11
nuru,13,12
nəşə,13,10
olarsa,13,8
onundur,13,2
ovçu,13,12
qaldılar,13,9
qalmaz,13,12
qanə,13,12
qarabağ,13,12
qardaşları,13,6
qaçaq,13,6
qoydular,13,9
qurtardı,13,10
quşu,13,11
qüdrəti,13,11
qüdrətin,13,12
qəlbimə,13,10
qəmgin,13,13
qərəz,13,5
rahat,13,8
rüsva,13,13
saya,13,12
sevdiyim,13,7
seyd,13,12
sinən,13,8
srafil,13,3
stədi,13,12
sufi,13,13
sultani,13,10
sözlərini,13,7
sübhə,13,12
süfrə,13,11
səhnəbanının,13,1
tapşırmasını,13,7
tikan,13,9
tirə,13,11
toyda,13,6
tuti,13,13
töhfə,13,10
tövbə,13,11
vaqifəm,13,13
varıymış,13,3
vaxtında,13,11
vermədi,13,12
vəfalı,13,9
xabi,13,13
xanımın,13,5
xoşuna,13,8
yaradıb,13,13
yaxşıdır,13,9
yazdım,13,10
yağa,13,8
yeksər,13,12
yerim,13,13
yerində,13,9
yetişməz,13,7
yə,13,12
yеtmədi,13,2
yеtər,13,5
zil,13,9
zünnar,13,13
zеynal,13,2
çalıb,13,10
çağı,13,11
ö,13,4
öpüm,13,6
ürəkdən,13,10
ürəyi,13,7
üstünü,13,10
üzündür,13,12
şadlıq,13,12
şahmar,13,12
şahə,13,10
şikayət,13,11
şərhi,13,13
əhvalını,13,10
əmr,13,12
ənbərin,13,13
ətri,13,11
оlum,13,5
ab,12,12
adəmi,12,12
afəti,12,11
aldanma,12,10
aldım,12,12
almağa,12,12
alsın,12,12
aləmdən,12,11
aləmin,12,11
anaxanımı,12,2
ani,12,12
arpa,12,9
asta,12,7
atan,12,12
atları,12,4
axtar,12,11
ayağına,12,11
ayineyi,12,12
açma,12,10
açım,12,9
ağacdan,12,9
ağla,12,4
ağlın,12,11
aşiqlərin,12,11
badeyi,12,11
bilərsən,12,9
birdir,12,7
buldum,12,11
bulud,12,9
bəmini,12,8
cavanların,12,5
cüm,12,1
cǝmalın,12,11
dari,12,12
dağlara,12,11
dağıdıb,12,7
dağılsın,12,4
dilini,12,12
dini,12,11
dinlə,12,9
dolansın,12,3
dura,12,11
dönməzəm,12,2
dövrani,12,8
dəclə,12,2
dərdindən,12,12
dəryayi,12,11
edirdi,12,10
etməgil,12,2
etsən,12,10
eyləməynən,12,2
eşqdə,12,12
eşşək,12,5
fikrini,12,8
fikrə,12,10
geydi,12,9
geyib,12,12
görcəyin,12,11
görsən,12,11
görürəm,12,11
görərsən,12,7
göstər,12,10
gözəlin,12,8
güruhi,12,8
gəlibdi,12,9
gələydi,12,4
gеri,12,4
halımı,12,12
haqqa,12,12
hayıfsan,12,2
hikmətin,12,10
hümmət,12,9
həqdir,12,11
həqqin,12,11
hərdən,12,10
həsrətini,12,11
həyatın,12,12
ildə,12,9
iraq,12,12
istəsə,12,9
iti,12,12
işrət,12,10
keyfiyyəti,12,6
küfr,12,11
la,12,10
lütfi,12,10
ləlin,12,12
ləzzəti,12,11
mahalı,12,11
məclisinə,12,7
mərhəba,12,11
məryəm,12,8
nari,12,11
nazənin,12,11
neysan,12,10
niyaz,12,12
nişanası,12,4
nsaf,12,12
nədəndir,12,11
nəsihət,12,9
olmasaydı,12,12
oturub,12,9
otuz,12,11
oxurlar,12,3
oğlunu,12,4
piyada,12,9
qalar,12,8
qalxar,12,9
qatı,12,11
qeyr,12,12
qol,12,12
qovğa,12,11
qoydum,12,10
qılıncı,12,10
qəlbin,12,9
qəlbində,12,11
qəmdə,12,11
qənd,12,9
qəsd,12,12
qəti,12,11
raq,12,2
rövzeyi,12,12
rədd,12,11
rəvanım,12,11
sakit,12,8
saqiya,12,11
sayeyi,12,11
sevda,12,12
sevən,12,10
simü,12,9
sona,12,11
sücud,12,10
sün,12,11
sünbülün,12,11
sürahi,12,12
sürmə,12,11
süzən,12,7
sǝnǝm,12,12
səda,12,10
sərraf,12,12
sərvə,12,12
səsini,12,9
tamama,12,9
tapa,12,9
tazələ,12,1
töküldü,12,9
tüğyan,12,11
təbiət,12,9
təlim,12,11
tərkin,12,12
uşaqlar,12,10
vermək,12,10
verməzəm,12,1
vücudin,12,2
vüsalə,12,9
vəqti,12,12
x,12,2
xam,12,10
xidmət,12,8
xülasə,12,7
xətayi,12,12
xətin,12,12
xəttü,12,10
xеyli,12,7
yanından,12,9
yaylaq,12,5
yaylağa,12,5
yayın,12,8
yaşın,12,8
yaşını,12,9
yerin,12,12
yetir,12,12
yetirdi,12,11
yetǝr,12,2
yüzün,12,10
z,12,5
zülali,12,11
çəkməkdən,12,11
çəkməçi,12,2
öldür,12,12
ömrün,12,11
ötəri,12,10
özümə,12,12
ümid,12,12
ürəyində,12,9
üzümə,12,12
üçündür,12,4
üştə,12,11
şahidi,12,12
şapəri,12,1
şimdi,12,12
şövqi,12,12
şəmkirli,12,2
şərabı,12,12
şəriət,12,11
əhlinin,12,7
əlacı,12,9
əlimdə,12,11
əmanət,12,8
əqlin,12,6
ərşin,12,7
əyləşdi,12,6
əz,12,10
е,12,5
adamlardan,11,6
adına,11,10
aldın,11,11
allahı,11,10
alsa,11,11
alım,11,10
asar,11,10
atalar,11,8
atar,11,11
axan,11,10
axir,11,11
aydın,11,11
açan,11,9
ağlaram,11,9
aşiyan,11,11
bad,11,11
bada,11,9
basıb,11,11
bilmirdi,11,8
birbaş,11,6
böhtan,11,9
bədəni,11,10
bəhlul,11,2
bər,11,9
bəxtim,11,11
bəyaz,11,11
c,11,2
camalına,11,10
camı,11,9
canda,11,10
candır,11,10
cavanlar,11,8
cövlan,11,9
cənnətin,11,11
dami,11,10
daməni,11,10
danışa,11,7
dağına,11,7
daşın,11,10
deyildir,11,9
deyirdi,11,7
deyəndən,11,4
dillə,11,9
divar,11,8
diyar,11,8
dişin,11,10
dodaq,11,11
duman,11,9
dü,11,6
dəmlər,11,2
dərində,11,5
dеmə,11,9
edirlər,11,8
eləyim,11,10
etmişdi,11,7
etsəm,11,11
eybi,11,10
eyşü,11,9
eşit,11,11
eşqdir,11,8
fatma,11,1
fikrim,11,11
fəraqın,11,11
gedim,11,10
gedirəm,11,11
getsin,11,8
girmə,11,9
girəndə,11,8
gözlədilər,11,6
gözlərinə,11,10
gözümə,11,11
gülbərgi,11,11
güldən,11,10
gülzarə,11,11
gülüm,11,9
günah,11,9
gündür,11,10
günüm,11,11
gədə,11,2
gəlgil,11,8
gəlməsün,11,1
gətirər,11,10
gəzdim,11,8
gəzmə,11,9
gеtməz,11,7
hacət,11,11
havası,11,8
heyrət,11,11
huşum,11,9
hərəsi,11,10
həvadən,11,11
illər,11,10
in,11,11
istəyən,11,10
işdə,11,9
kam,11,10
kağızın,11,3
keçir,11,11
keçmişəm,11,3
kimdi,11,8
kimsəyə,11,11
kirpigin,11,10
kuyinə,11,10
kəbab,11,11
kəmalə,11,8
kəsb,11,11
libası,11,11
löi,11,10
me,11,11
minnət,11,8
mirzə,11,9
mizan,11,11
murad,11,11
mıqıç,11,1
mərdanə,11,10
məstin,11,8
məsələni,11,7
nagah,11,10
namus,11,10
narın,11,3
neylər,11,11
nigarım,11,11
nisar,11,10
nişə,11,10
olalı,11,8
olmağa,11,10
onunçün,11,9
ordan,11,5
ortalığa,11,9
ortaya,11,6
oxudum,11,10
oxumağa,11,8
oxuyuram,11,6
parça,11,10
pərvanətək,11,10
qabağa,11,11
qandasan,11,2
qanını,11,9
qapıdan,11,9
qapıya,11,9
qarşısında,11,11
qazan,11,9
qolundan,11,7
qorxma,11,11
qoçaq,11,8
qurtar,11,10
quşlar,11,6
qüdrət,11,11
qılmaq,11,11
qılsın,11,11
qırıldı,11,8
qəddimi,11,11
qəddinə,11,10
qəhr,11,11
qəlbimi,11,8
qəmxar,11,11
qəribə,11,9
qəsdinə,11,9
qətreyi,11,10
riya,11,10
rüxündən,11,11
rəhimin,11,1
rəhməti,11,11
rəngli,11,9
rəvadır,11,11
rəşki,11,11
salsın,11,9
saxsı,11,3
sayəsində,11,8
sel,11,9
sevdayi,11,11
seyyidi,11,11
sizlərə,11,3
suzi,11,11
söylənir,11,5
sözdür,11,10
sübhün,11,9
sünbül,11,11
sığmaz,11,9
səhv,11,10
sərvəri,11,10
səvab,11,11
t,11,6
tale,11,11
talib,11,11
talibi,11,11
tapşırdı,11,9
tiri,11,11
təhər,11,6
təlx,11,10
tənim,11,11
tərəfdə,11,9
unut,11,3
uğrar,11,3
vallah,11,11
vermədin,11,4
xaliqi,11,11
xaloğlu,11,2
xalqa,11,11
xud,11,8
xuraman,11,11
xəti,11,11
xеyirliklə,11,4
yalnız,11,9
yarü,11,8
yazan,11,10
yazmış,11,10
yeridi,11,3
yetməz,11,9
zalim,11,8
zarə,11,11
zikr,11,11
zilini,11,7
zəhər,11,8
çaki,11,10
çatmaz,11,8
çoxusu,11,7
çıxa,11,11
çəkdiyim,11,11
çəkildi,11,9
çəksin,11,11
çəməndə,11,10
çох,11,4
ölən,11,9
önündə,11,11
ürəyimdə,11,8
üstümə,11,11
üzdən,11,11
şeyi,11,10
şeyx,11,10
şi,11,10
şö,11,10
ǝhli,11,9
əcayib,11,9
əfv,11,9
əlac,11,10
ələm,11,11
əmələ,11,5
ənəlhəq,11,10
əskik,11,11
əsəd,11,5
əyə,11,7
əzbər,11,10
əzim,11,8
əziyyət,11,9
еtdi,11,10
18,10,6
adamları,10,6
adamın,10,6
alçaq,10,9
anam,10,9
arada,10,10
arası,10,8
avçı,10,2
axırı,10,10
ayda,10,8
ayru,10,9
açır,10,9
ağladı,10,8
ağlım,10,10
ağız,10,8
aşıqların,10,5
aşığa,10,8
barabar,10,6
baran,10,7
bas,10,9
baxtı,10,10
bazara,10,9
bağa,10,7
bağda,10,6
başımdan,10,10
bilib,10,10
bilməyən,10,10
bilsən,10,5
binəva,10,9
birinci,10,9
boylu,10,9
budaq,10,9
bunda,10,10
büllur,10,10
bǝnzǝr,10,4
bərbad,10,9
bəyənmir,10,3
bəzənib,10,10
cahil,10,10
camaatı,10,6
camahat,10,2
canana,10,9
cansız,10,8
canımın,10,10
cavabını,10,8
cavidan,10,9
cismimi,10,10
cəhətdən,10,10
dadı,10,8
danaları,10,2
danışdılar,10,8
danışır,10,8
danə,10,9
dağa,10,9
dağın,10,6
daşa,10,10
dediyi,10,5
deməyə,10,9
deyilmi,10,3
dilimdə,10,10
dilimi,10,9
dodağından,10,9
dolandım,10,9
doyunca,10,9
dövlətim,10,10
dövlətin,10,8
dövlətü,10,8
dövridir,10,1
düri,10,10
düzdü,10,8
düşmüşdür,10,4
düşmənin,10,7
düşmənə,10,10
dərk,10,8
dəryayə,10,8
dеdilər,10,4
dеyildi,10,5
dеyə,10,9
dеyən,10,8
dеyəsən,10,5
edənlər,10,8
edərək,10,8
elmdən,10,8
etmǝk,10,3
eyləyər,10,9
eyş,10,8
eşqindən,10,10
feyz,10,9
filani,10,3
fəqir,10,10
fəzl,10,9
gedirdi,10,7
göllər,10,6
gördükdə,10,9
görgəc,10,3
görməsin,10,9
görüşdülər,10,8
göstərir,10,9
göstərər,10,10
gözlü,10,10
gözləyir,10,9
gühər,10,8
günahım,10,9
gəlhagəl,10,6
gəlif,10,2
gəlmir,10,9
gətirdilər,10,6
gətiribsən,10,2
gəzib,10,9
gеtdilər,10,6
halda,10,8
heyf,10,9
hifz,10,7
hikməti,10,9
hiylə,10,9
hökmi,10,9
həftə,10,7
həmdəmim,10,8
həvayi,10,10
həzar,10,9
ibadət,10,9
idin,10,9
iltifat,10,10
ilǝn,10,9
imami,10,6
inayət,10,10
intizar,10,10
irazı,10,4
irəli,10,7
istəsən,10,8
iyidin,10,8
içsə,10,8
işini,10,10
kaman,10,10
kifayətdir,10,2
kiçik,10,9
könlümdə,10,9
kəklik,10,7
kən,10,10
kərə,10,9
kəsi,10,9
kəsir,10,9
leylü,10,9
ləlü,10,9
mahala,10,8
mail,10,9
manatı,10,2
mat,10,7
mehrü,10,9
meydən,10,8
meylə,10,7
mirza,10,1
mötəbər,10,9
mübtəla,10,10
müddətdi,10,10
mülkünə,10,10
müxtəsəri,10,10
müştaqiyəm,10,2
məhrəm,10,10
məhəbbətin,10,10
məhərrəm,10,2
mələkdir,10,10
mənzili,10,10
məscid,10,9
mеydana,10,7
nab,10,10
naseh,10,9
navəki,10,9
neyçün,10,9
nisbǝtlidir,10,1
nşallah,10,9
nǝdir,10,3
nəqdi,10,9
nərə,10,8
nəsnə,10,10
nəzəri,10,10
nеçün,10,2
odun,10,8
odundan,10,10
olarmı,10,7
olduqca,10,9
olmadım,10,7
onnan,10,3
oradan,10,5
ordu,10,8
oturmuş,10,3
oxudular,10,8
oğru,10,7
oğrun,10,9
paltar,10,7
piyalə,10,10
pula,10,10
pullu,10,3
pərdeyi,10,10
qabaqda,10,5
qabil,10,10
qaf,10,9
qalmış,10,9
qalxdı,10,10
qalıbdır,10,9
qanıma,10,10
qapısına,10,7
qarət,10,9
qasid,10,9
qaş,10,10
qaşınla,10,10
qibləm,10,10
qiymətli,10,9
qonu,10,5
qopar,10,10
qoyan,10,9
qönçeyi,10,9
qürbətdə,10,9
qüssədən,10,10
qılmadı,10,10
qızım,10,2
qǝlǝndǝr,10,1
qəddim,10,10
qədrin,10,10
qəflət,10,10
qəhri,10,10
qəlbimin,10,8
qəlbini,10,10
qəmə,10,9
rus,10,5
rüxsar,10,9
rəf,10,9
sadə,10,10
sakin,10,10
salsa,10,9
salıbsan,10,9
saman,10,8
sanı,10,9
saqiyi,10,9
saza,10,6
sağı,10,10
sağər,10,9
seyid,10,4
sinəmə,10,9
sirişkim,10,10
siyəh,10,10
sorma,10,9
suda,10,10
sudan,10,10
sözlər,10,6
sözünün,10,8
sərinə,10,9
sərvin,10,9
səyyad,10,9
sәn,10,3
tapdım,10,6
tiğin,10,10
ucu,10,8
ud,10,8
unutma,10,10
ustadı,10,7
uçar,10,10
vura,10,7
vəch,10,8
vədə,10,10
vəqt,10,10
vəsf,10,9
xal,10,9
xalı,10,10
xanıma,10,3
xarü,10,10
xeyri,10,9
xilas,10,9
xudayi,10,8
xurma,10,8
xəlvət,10,10
xərc,10,10
y,10,4
yanda,10,7
yandırır,10,10
yanmış,10,8
yanır,10,7
yaralı,10,9
yaram,10,10
yazdığı,10,4
yetməzmi,10,3
yeyib,10,10
yеridi,10,3
zahidi,10,10
zahidin,10,7
zamanda,10,9
zat,10,9
zinət,10,9
ziyad,10,10
zühur,10,10
zənəxdanın,10,10
zərrin,10,10
çal,10,10
çağırır,10,7
çeşmin,10,10
çiyninə,10,7
çırağı,10,10
çıxanda,10,9
çıxmadı,10,7
çəkirsən,10,3
çəkmişəm,10,10
çəng,10,8
ürfan,10,9
üstündən,10,10
üzüldü,10,9
şəhrə,10,10
şəninə,10,8
şəri,10,10
əbədi,10,8
əfsana,10,9
əfzun,10,10
əkbər,10,10
əmri,10,8
əridi,10,10
ərənlər,10,4
əsrari,10,10
əsədullahın,10,1
ət,10,10
ətəgin,10,2
əvvəlki,10,6
əvəzi,10,9
əzm,10,8
оldu,10,5
оnun,10,8
abü,9,6
aciz,9,8
ahı,9,9
altun,9,9
anla,9,8
ari,9,8
arzu,9,8
axşama,9,8
ayırdı,9,8
aça,9,8
açmış,9,8
açılmış,9,9
ağlamaq,9,5
ağlayır,9,4
ağrımaz,9,1
ağzın,9,8
ağzından,9,9
bayatı,9,2
bazar,9,9
bağlamış,9,8
bağışla,9,8
başdadı,9,2
başımda,9,9
bilmərəm,9,7
birlə,9,9
birtəhər,9,6
boynu,9,9
boz,9,6
bulmuş,9,9
bədənim,9,7
bəlayə,9,8
bənzəyir,9,6
bərhəm,9,9
bəyi,9,7
cahana,9,9
cahanə,9,9
canımdan,9,9
car,9,8
cəmalından,9,9
cənnətə,9,9
cəza,9,7
dadına,9,7
dalına,9,7
dan,9,8
darda,9,9
dağların,9,9
dağılıb,9,8
derlǝr,9,4
deyirdin,9,4
diş,9,7
